ID,工单编号,行业分类1级,行业分类2级,行业分类3级,行业分类4级,诉求内容,原处置单位,处置单位,单位类别
4338,20180105162446,住房保障,房屋权属,宅基地,报建,市民来电反映:在美兰区文联路大白沙服装店门口机动车辆车牌号琼A91G09堵路，希望联系车主移车，请交警核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
4339,20180105162126,城管问题,市容环境,违章建筑,违建盖房,"市民来电咨询:（工单编号：20180102127496）《关于演丰镇瑶城村西河七路2号五楼正在超时施工的问题》工单结果。
工单内容： 市民来电反映:美兰区演丰镇瑶城村西河七路（由西往东第二排由南往北第二个）2号五楼正在超时施工（该处属于违建），请城管核实处理！（请职能局按规定在30分钟内核实处理，响应处置）",市数字城管专席,数字城管专席,1
4342,20180105161564,公安（治安、交通）,社会治安,黄赌毒,涉赌,市民微信反映: 龙华区白水塘路白水塘市场内一楼有人赌博，其报警没人处理，请职能局核实处理！（30分钟办件）,市公安局,公安局,3
4344,20180103142155,其他,其他,其他,其他,"市民来电反映:琼山区红旗镇红旗大道整条路坑坑洼洼，影响市民出行，请区政府核实处理，谢谢！（请职能局按规定在30分钟联系市民，响应处置。
2017-11-08 18:15:00琼山区红旗镇政府：根据《海口市琼山区人民政府办公室关于印发 琼山区镇墟改造PPP 项目实施方案，的通知（琼山府办〔2016〕152 号）文件精神，项目实施机构为区住建局，前期代理机构及政府出资代表方为区城投公司，镇政府仅负责镇墟改造PPP项目的群众协调工作。经与区城投公司联系，该公司工作人员已和项目公司海南瑞泰城市建设投资有限公司及项目施工单位海南万泰建筑工程有限公司沟通。由于红旗项目立面方案及市政绿化调整，造成项目处于暂时停工状态，目前方案已确定。项目陆续复工。2017年12月31日前项目会陆续完工。该公司也将督促施工单位加大人力物力的投入，加快施工进度，争取早日完工。如市民仍有后续疑问，建议转区城投公司解答（工单号20171108438562）
市民再次来电反映：该问题并未得到解决，其要求告知“2017年12月31日前项目会陆续完工”是什么意思，何时才可以完全完工，其要求工作人员致电给其答复，请区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",海口市琼山城市建设投资有限公司,城市建设投资有限公司,4
4348,20180105163343,交通港口,出租车,服务规范,拒载,"市民来电咨询：工单号：20180103136809《关于建议优化智能公交站牌的问题》工单处理情况的问题
工单内容：
市民来电建议: 明珠广场（往望海国际方向）的智能公交站牌触屏，只能显示拼音，不能显示具体是那个字，建议交通局进行优化。请交通局核实处理！（请职能局按规定在30分钟内联系市民，响应处置）


",市交通运输和港航管理局,交通运输和港航管理局,1
4350,20180104160637,环境保护,夜间施工许可,夜间施工的现象,超时施工,"市民来电反映: 秀英区海榆中线万达广场进站口有人超时施工，噪音扰民。请城管核实处理！谢谢！
（请职能局按规定在30分钟内核实处理，响应处置）",秀英区城管局,城市管理行政执法局,2
4351,20180105162379,公安（治安、交通）,其他,其他,其他,市民来电反映: 其于1月4日17:30左右在灵山车管所考C2驾照科目三，考试途中市民即将接近终点时，考官无故要求停车重考，并且未做任何解释，请交警部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
4356,20180105168285,其他,其他,其他,其他,市民公众号反映：我是2017年12月18号到海口市龙华区滨涯路573号网络预约出租汽车便民服务点办事大厅申请办理网络预约出租汽车运输证，12月25号交去车管所变更过后的机动车行驶证和机动车登记证书的复印件到网络预约出租汽车便民服务点办事大厅，到现在还没有通知去领证。小毛驴汽车公司的2号去申请办理，5号就拿到证书。难道公司的去办理就可以优先办理，个人的延后在处理？？请市交通运输和港航管理局核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,市交通运输和港航管理局,交通运输和港航管理局,1
4357,20180104155738,公安（治安、交通）,其他,其他,其他,"市民来电反映:11月4号晚上21点至22点在琼山区振兴路被人打，其向云露派出所派报警。报警之后，没有告知其处理结果，打电话无人接听。现郑勇警官未接听电话，未捕获犯罪嫌疑人，且只是口头上告知私底下协商，但实际上没有人协商。其要求现捕获犯罪嫌疑人，请职能能局核实处理！（请职能局按规定30分钟核实处理，并响应处置）
2017-11-26 10:27市公安局答复：云露派出所回报：我所接到海口市政府热线（编号20171124633672）2017年11月24日转来关于被人殴打云露派出所未抓捕犯罪嫌疑人的问题，现将我所处理情况反馈如下：对于当事人反映的问题，该案件已经及时受理，目前案件正在办理当中。电话保密无法回复当事人。（工单号20171124633672）
市民再次来电反映：负责该案件的警官一直不接其电话，其想提供相关的材料都无法提供，故来电投诉，请公安局核实处理！（请职能局按规定30分钟核实处理，并响应处置）
市民再次反映：市民表示派出所一直都没有打过电话给其，市民一直都不了解情况，市民想拿材料给派出所，派出所没有任何一个民警愿意帮市民接收材料，就告知市民处理该案件的人不上班就结束，其在定安，不能一直等待，请公安部门核实处理。（请职能局按规定在30分钟内联系市民，响应处置）",市公安局,公安局,3
4361,20180104155257,公安（治安、交通）,其他,其他,其他,"市民来电反映: 龙昆南和城西路口交汇处的红绿灯由南往北的车道设置不合理，该车道把向左转的车道设置到最中间的两个车道上，而直行车道则设置在最左边的两个车道。其表示不合理，故来电投诉。请交警核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置）  
2018-01-04  市公安局交通警察支队：关于市民反映龙昆南与城西路口红绿灯车道设置不合理的问题。经核实，市民反映的实为龙昆南路-城西路交叉口南往北方向，由于该处辅道有较多左转车流汇入主道，横跨主道共计4条直行车道变道时与主道车流形成正向冲突，存在较大的安全隐患，影响车流通行效率。故我支队于2017年12月30日凌晨对龙昆南路-城西路交叉口南往北方向进行交通组织优化改造，将原内侧两条左转车道与中间四条直行车道位置对换形成“左转中置”的交通组织形式，使辅道左转车流不需横跨主干道进行左转，主干道龙昆南路仍然有四条直行车道，同时增加辅道直行灯控以提高龙昆南路南往北方向通行效率。由于该“左转中置”的交通组织初步实施，市民暂未习惯道路交通组织的更改，行车秩序较混乱，故出现市民反映的拥堵现象。我支队将安排专业人员持续跟踪观察路口的运行情况，根据路口实际需求对放行方式进行调整，同时安排路面民警指挥交通指引市民正确通行。感谢市民对交警工作的理解与支持。（工单编号20180102130374）
市民来电建议：从辅路出来的车要往中间走，从原来的一个交叉流，表示变成两个交叉流，导致更容易堵车，请市公安局交通警察支队核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",市公安局交通警察支队,公安局交通警察支队,3
4363,20180105166652,人力保障,劳动人事制度,其他,其他,市民来电反映:其是琼山区凤翔东路万家惠超市的员工，市民工作了一个多月，表示没有钱生活，该超市也无法预知工资给市民。市民表示没钱吃饭生活需要辞职，但是该超市也不愿意。请琼山区政府核实处理!（请职能局按规定在30分钟内联系市民，响应处置）,琼山区人力资源和社会保障局,人力资源和社会保障局,1
4366,20180105161701,公安（治安、交通）,其他,其他,其他,"公安局来电咨询:政府工单号20180105161530《关于玉沙路富豪花园C栋有人养狗噪音扰民的问题》
工单内容：
市民来电反映:龙华区玉沙路富豪花园C栋有人养狗噪音扰民，严重影响市民生活，请公安局核实处理。
（请职能局按规定在30分钟内联系市民，响应处置）",市公安局,公安局,3
